16/08/10 14:17:11 INFO terasort.TeraSort: starting
16/08/10 14:17:14 INFO input.FileInputFormat: Total input paths to process : 128
Spent 762ms computing base-splits.
Spent 52ms computing TeraScheduler splits.
Computing input splits took 815ms
Sampling 10 splits of 4096
Making 128 from 100000 sampled records
Computing parititions took 1459ms
Spent 2278ms computing partitions.
16/08/10 14:17:15 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/10 14:17:17 INFO mapreduce.JobSubmitter: number of splits:4096
16/08/10 14:17:17 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1470470958628_0047
16/08/10 14:17:17 INFO impl.YarnClientImpl: Submitted application application_1470470958628_0047
16/08/10 14:17:17 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1470470958628_0047/
16/08/10 14:17:17 INFO mapreduce.Job: Running job: job_1470470958628_0047
16/08/10 14:17:28 INFO mapreduce.Job: Job job_1470470958628_0047 running in uber mode : false
16/08/10 14:17:28 INFO mapreduce.Job:  map 0% reduce 0%
16/08/10 14:17:48 INFO mapreduce.Job:  map 1% reduce 0%
16/08/10 14:17:49 INFO mapreduce.Job:  map 4% reduce 0%
16/08/10 14:17:52 INFO mapreduce.Job:  map 5% reduce 0%
16/08/10 14:17:53 INFO mapreduce.Job:  map 6% reduce 0%
16/08/10 14:18:03 INFO mapreduce.Job:  map 7% reduce 0%
16/08/10 14:18:05 INFO mapreduce.Job:  map 8% reduce 0%
16/08/10 14:18:06 INFO mapreduce.Job:  map 9% reduce 0%
16/08/10 14:18:07 INFO mapreduce.Job:  map 10% reduce 0%
16/08/10 14:18:08 INFO mapreduce.Job:  map 11% reduce 0%
16/08/10 14:18:09 INFO mapreduce.Job:  map 12% reduce 0%
16/08/10 14:18:17 INFO mapreduce.Job:  map 13% reduce 0%
16/08/10 14:18:18 INFO mapreduce.Job:  map 13% reduce 1%
16/08/10 14:18:21 INFO mapreduce.Job:  map 14% reduce 1%
16/08/10 14:18:23 INFO mapreduce.Job:  map 15% reduce 1%
16/08/10 14:18:24 INFO mapreduce.Job:  map 16% reduce 1%
16/08/10 14:18:26 INFO mapreduce.Job:  map 17% reduce 1%
16/08/10 14:18:30 INFO mapreduce.Job:  map 18% reduce 1%
