16/08/14 19:19:41 INFO terasort.TeraSort: starting
16/08/14 19:19:43 INFO input.FileInputFormat: Total input paths to process : 128
Spent 357ms computing base-splits.
Spent 8ms computing TeraScheduler splits.
Computing input splits took 366ms
Sampling 10 splits of 256
Making 128 from 100000 sampled records
Computing parititions took 1540ms
Spent 1909ms computing partitions.
16/08/14 19:19:44 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/14 19:19:46 INFO mapreduce.JobSubmitter: number of splits:256
16/08/14 19:19:46 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1470891827491_0035
16/08/14 19:19:46 INFO impl.YarnClientImpl: Submitted application application_1470891827491_0035
16/08/14 19:19:46 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1470891827491_0035/
16/08/14 19:19:46 INFO mapreduce.Job: Running job: job_1470891827491_0035
16/08/14 19:19:56 INFO mapreduce.Job: Job job_1470891827491_0035 running in uber mode : false
16/08/14 19:19:56 INFO mapreduce.Job:  map 0% reduce 0%
16/08/14 19:20:13 INFO mapreduce.Job:  map 2% reduce 0%
16/08/14 19:20:14 INFO mapreduce.Job:  map 5% reduce 0%
16/08/14 19:20:15 INFO mapreduce.Job:  map 14% reduce 0%
16/08/14 19:20:16 INFO mapreduce.Job:  map 15% reduce 0%
16/08/14 19:20:17 INFO mapreduce.Job:  map 17% reduce 0%
16/08/14 19:20:18 INFO mapreduce.Job:  map 22% reduce 0%
16/08/14 19:20:20 INFO mapreduce.Job:  map 24% reduce 0%
16/08/14 19:20:21 INFO mapreduce.Job:  map 29% reduce 0%
16/08/14 19:20:22 INFO mapreduce.Job:  map 30% reduce 0%
16/08/14 19:20:23 INFO mapreduce.Job:  map 32% reduce 0%
16/08/14 19:20:24 INFO mapreduce.Job:  map 37% reduce 0%
16/08/14 19:20:25 INFO mapreduce.Job:  map 38% reduce 0%
16/08/14 19:20:26 INFO mapreduce.Job:  map 40% reduce 0%
16/08/14 19:20:27 INFO mapreduce.Job:  map 45% reduce 0%
16/08/14 19:20:28 INFO mapreduce.Job:  map 46% reduce 0%
16/08/14 19:20:29 INFO mapreduce.Job:  map 47% reduce 0%
16/08/14 19:20:30 INFO mapreduce.Job:  map 53% reduce 0%
16/08/14 19:20:32 INFO mapreduce.Job:  map 55% reduce 0%
16/08/14 19:20:33 INFO mapreduce.Job:  map 59% reduce 0%
16/08/14 19:20:35 INFO mapreduce.Job:  map 60% reduce 0%
16/08/14 19:20:36 INFO mapreduce.Job:  map 65% reduce 0%
16/08/14 19:20:38 INFO mapreduce.Job:  map 67% reduce 0%
16/08/14 19:20:39 INFO mapreduce.Job:  map 71% reduce 0%
16/08/14 19:20:40 INFO mapreduce.Job:  map 72% reduce 0%
16/08/14 19:20:41 INFO mapreduce.Job:  map 74% reduce 0%
16/08/14 19:20:42 INFO mapreduce.Job:  map 78% reduce 0%
16/08/14 19:20:43 INFO mapreduce.Job:  map 79% reduce 0%
16/08/14 19:20:44 INFO mapreduce.Job:  map 80% reduce 0%
16/08/14 19:20:45 INFO mapreduce.Job:  map 85% reduce 0%
16/08/14 19:20:46 INFO mapreduce.Job:  map 86% reduce 0%
16/08/14 19:20:47 INFO mapreduce.Job:  map 87% reduce 0%
16/08/14 19:20:48 INFO mapreduce.Job:  map 90% reduce 0%
16/08/14 19:20:51 INFO mapreduce.Job:  map 93% reduce 0%
16/08/14 19:20:54 INFO mapreduce.Job:  map 95% reduce 1%
16/08/14 19:20:58 INFO mapreduce.Job:  map 96% reduce 2%
16/08/14 19:21:00 INFO mapreduce.Job:  map 97% reduce 2%
16/08/14 19:21:02 INFO mapreduce.Job:  map 98% reduce 2%
16/08/14 19:21:04 INFO mapreduce.Job:  map 98% reduce 3%
16/08/14 19:21:06 INFO mapreduce.Job:  map 99% reduce 3%
16/08/14 19:21:09 INFO mapreduce.Job:  map 99% reduce 4%
16/08/14 19:21:11 INFO mapreduce.Job:  map 100% reduce 4%
16/08/14 19:21:14 INFO mapreduce.Job:  map 100% reduce 5%
16/08/14 19:21:17 INFO mapreduce.Job:  map 100% reduce 6%
16/08/14 19:21:24 INFO mapreduce.Job:  map 100% reduce 7%
16/08/14 19:21:27 INFO mapreduce.Job:  map 100% reduce 9%
16/08/14 19:21:29 INFO mapreduce.Job:  map 100% reduce 10%
16/08/14 19:21:33 INFO mapreduce.Job:  map 100% reduce 11%
16/08/14 19:21:36 INFO mapreduce.Job:  map 100% reduce 12%
16/08/14 19:21:39 INFO mapreduce.Job:  map 100% reduce 13%
16/08/14 19:21:40 INFO mapreduce.Job:  map 100% reduce 14%
16/08/14 19:21:42 INFO mapreduce.Job:  map 100% reduce 15%
16/08/14 19:21:45 INFO mapreduce.Job:  map 100% reduce 16%
16/08/14 19:21:48 INFO mapreduce.Job:  map 100% reduce 17%
16/08/14 19:21:51 INFO mapreduce.Job:  map 100% reduce 18%
16/08/14 19:21:54 INFO mapreduce.Job:  map 100% reduce 19%
16/08/14 19:21:56 INFO mapreduce.Job:  map 100% reduce 20%
16/08/14 19:21:59 INFO mapreduce.Job:  map 100% reduce 21%
16/08/14 19:22:02 INFO mapreduce.Job:  map 100% reduce 22%
16/08/14 19:22:04 INFO mapreduce.Job:  map 100% reduce 23%
16/08/14 19:22:06 INFO mapreduce.Job:  map 100% reduce 24%
16/08/14 19:22:09 INFO mapreduce.Job:  map 100% reduce 25%
16/08/14 19:22:13 INFO mapreduce.Job:  map 100% reduce 26%
16/08/14 19:22:16 INFO mapreduce.Job:  map 100% reduce 27%
16/08/14 19:22:19 INFO mapreduce.Job:  map 100% reduce 28%
16/08/14 19:22:20 INFO mapreduce.Job:  map 100% reduce 29%
16/08/14 19:22:22 INFO mapreduce.Job:  map 100% reduce 30%
16/08/14 19:22:24 INFO mapreduce.Job:  map 100% reduce 31%
16/08/14 19:22:26 INFO mapreduce.Job:  map 100% reduce 32%
16/08/14 19:22:28 INFO mapreduce.Job:  map 100% reduce 33%
16/08/14 19:22:31 INFO mapreduce.Job:  map 100% reduce 34%
16/08/14 19:22:32 INFO mapreduce.Job:  map 100% reduce 35%
16/08/14 19:22:34 INFO mapreduce.Job:  map 100% reduce 36%
16/08/14 19:22:36 INFO mapreduce.Job:  map 100% reduce 37%
16/08/14 19:22:37 INFO mapreduce.Job:  map 100% reduce 38%
16/08/14 19:22:40 INFO mapreduce.Job:  map 100% reduce 39%
16/08/14 19:22:43 INFO mapreduce.Job:  map 100% reduce 40%
16/08/14 19:22:45 INFO mapreduce.Job:  map 100% reduce 41%
16/08/14 19:22:47 INFO mapreduce.Job:  map 100% reduce 42%
16/08/14 19:22:49 INFO mapreduce.Job:  map 100% reduce 43%
16/08/14 19:22:51 INFO mapreduce.Job:  map 100% reduce 44%
16/08/14 19:22:52 INFO mapreduce.Job:  map 100% reduce 45%
16/08/14 19:22:55 INFO mapreduce.Job:  map 100% reduce 46%
16/08/14 19:22:57 INFO mapreduce.Job:  map 100% reduce 47%
16/08/14 19:22:58 INFO mapreduce.Job:  map 100% reduce 48%
16/08/14 19:23:01 INFO mapreduce.Job:  map 100% reduce 50%
16/08/14 19:23:04 INFO mapreduce.Job:  map 100% reduce 51%
16/08/14 19:23:05 INFO mapreduce.Job:  map 100% reduce 52%
16/08/14 19:23:07 INFO mapreduce.Job:  map 100% reduce 53%
16/08/14 19:23:08 INFO mapreduce.Job:  map 100% reduce 54%
16/08/14 19:23:10 INFO mapreduce.Job:  map 100% reduce 55%
16/08/14 19:23:12 INFO mapreduce.Job:  map 100% reduce 56%
16/08/14 19:23:13 INFO mapreduce.Job:  map 100% reduce 57%
16/08/14 19:23:16 INFO mapreduce.Job:  map 100% reduce 58%
16/08/14 19:23:18 INFO mapreduce.Job:  map 100% reduce 59%
16/08/14 19:23:19 INFO mapreduce.Job:  map 100% reduce 60%
