16/08/14 18:26:43 INFO terasort.TeraSort: starting
16/08/14 18:26:46 INFO input.FileInputFormat: Total input paths to process : 128
Spent 1300ms computing base-splits.
Spent 182ms computing TeraScheduler splits.
Computing input splits took 1483ms
Sampling 10 splits of 16384
Making 128 from 100000 sampled records
Computing parititions took 1170ms
Spent 2657ms computing partitions.
16/08/14 18:26:47 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/14 18:26:49 INFO mapreduce.JobSubmitter: number of splits:16384
16/08/14 18:26:49 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1470891827491_0029
16/08/14 18:26:49 INFO impl.YarnClientImpl: Submitted application application_1470891827491_0029
16/08/14 18:26:49 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1470891827491_0029/
16/08/14 18:26:49 INFO mapreduce.Job: Running job: job_1470891827491_0029
16/08/14 18:27:00 INFO mapreduce.Job: Job job_1470891827491_0029 running in uber mode : false
16/08/14 18:27:00 INFO mapreduce.Job:  map 0% reduce 0%
16/08/14 18:27:18 INFO mapreduce.Job:  map 1% reduce 0%
16/08/14 18:27:19 INFO mapreduce.Job:  map 2% reduce 0%
16/08/14 18:27:31 INFO mapreduce.Job:  map 3% reduce 0%
16/08/14 18:27:39 INFO mapreduce.Job:  map 4% reduce 0%
16/08/14 18:27:42 INFO mapreduce.Job:  map 5% reduce 0%
16/08/14 18:27:51 INFO mapreduce.Job:  map 6% reduce 0%
16/08/14 18:27:57 INFO mapreduce.Job:  map 7% reduce 0%
16/08/14 18:28:02 INFO mapreduce.Job:  map 8% reduce 0%
16/08/14 18:28:10 INFO mapreduce.Job:  map 9% reduce 0%
16/08/14 18:28:16 INFO mapreduce.Job:  map 10% reduce 0%
16/08/14 18:28:19 INFO mapreduce.Job:  map 10% reduce 1%
16/08/14 18:28:22 INFO mapreduce.Job:  map 11% reduce 1%
16/08/14 18:28:29 INFO mapreduce.Job:  map 12% reduce 1%
16/08/14 18:28:36 INFO mapreduce.Job:  map 13% reduce 1%
16/08/14 18:28:42 INFO mapreduce.Job:  map 14% reduce 1%
16/08/14 18:28:48 INFO mapreduce.Job:  map 15% reduce 1%
16/08/14 18:28:55 INFO mapreduce.Job:  map 16% reduce 1%
16/08/14 18:29:00 INFO mapreduce.Job:  map 16% reduce 2%
16/08/14 18:29:02 INFO mapreduce.Job:  map 17% reduce 2%
16/08/14 18:29:08 INFO mapreduce.Job:  map 18% reduce 2%
16/08/14 18:29:17 INFO mapreduce.Job:  map 19% reduce 2%
16/08/14 18:29:23 INFO mapreduce.Job:  map 20% reduce 2%
16/08/14 18:29:29 INFO mapreduce.Job:  map 21% reduce 2%
16/08/14 18:29:30 INFO mapreduce.Job:  map 21% reduce 3%
16/08/14 18:29:36 INFO mapreduce.Job:  map 22% reduce 3%
16/08/14 18:29:43 INFO mapreduce.Job:  map 23% reduce 3%
16/08/14 18:29:50 INFO mapreduce.Job:  map 24% reduce 3%
16/08/14 18:29:54 INFO mapreduce.Job:  map 24% reduce 4%
16/08/14 18:29:56 INFO mapreduce.Job:  map 25% reduce 4%
16/08/14 18:30:03 INFO mapreduce.Job:  map 26% reduce 4%
16/08/14 18:30:11 INFO mapreduce.Job:  map 27% reduce 4%
16/08/14 18:30:16 INFO mapreduce.Job:  map 27% reduce 5%
16/08/14 18:30:18 INFO mapreduce.Job:  map 28% reduce 5%
16/08/14 18:30:24 INFO mapreduce.Job:  map 29% reduce 5%
16/08/14 18:30:31 INFO mapreduce.Job:  map 30% reduce 5%
16/08/14 18:30:35 INFO mapreduce.Job:  map 30% reduce 6%
16/08/14 18:30:40 INFO mapreduce.Job:  map 31% reduce 6%
16/08/14 18:30:46 INFO mapreduce.Job:  map 32% reduce 6%
16/08/14 18:30:54 INFO mapreduce.Job:  map 33% reduce 7%
16/08/14 18:31:02 INFO mapreduce.Job:  map 34% reduce 7%
16/08/14 18:31:11 INFO mapreduce.Job:  map 35% reduce 8%
16/08/14 18:31:18 INFO mapreduce.Job:  map 36% reduce 8%
16/08/14 18:31:25 INFO mapreduce.Job:  map 37% reduce 8%
16/08/14 18:31:29 INFO mapreduce.Job:  map 37% reduce 9%
16/08/14 18:31:33 INFO mapreduce.Job:  map 38% reduce 9%
16/08/14 18:31:41 INFO mapreduce.Job:  map 39% reduce 9%
16/08/14 18:31:45 INFO mapreduce.Job:  map 39% reduce 10%
16/08/14 18:31:49 INFO mapreduce.Job:  map 40% reduce 10%
16/08/14 18:31:57 INFO mapreduce.Job:  map 41% reduce 10%
16/08/14 18:31:59 INFO mapreduce.Job:  map 41% reduce 11%
16/08/14 18:32:05 INFO mapreduce.Job:  map 42% reduce 11%
16/08/14 18:32:13 INFO mapreduce.Job:  map 43% reduce 11%
16/08/14 18:32:15 INFO mapreduce.Job:  map 43% reduce 12%
16/08/14 18:32:21 INFO mapreduce.Job:  map 44% reduce 12%
16/08/14 18:32:28 INFO mapreduce.Job:  map 44% reduce 13%
16/08/14 18:32:29 INFO mapreduce.Job:  map 45% reduce 13%
16/08/14 18:32:38 INFO mapreduce.Job:  map 46% reduce 13%
16/08/14 18:32:42 INFO mapreduce.Job:  map 46% reduce 14%
16/08/14 18:32:47 INFO mapreduce.Job:  map 47% reduce 14%
16/08/14 18:32:55 INFO mapreduce.Job:  map 48% reduce 14%
16/08/14 18:32:56 INFO mapreduce.Job:  map 48% reduce 15%
16/08/14 18:33:04 INFO mapreduce.Job:  map 49% reduce 15%
