16/08/14 18:59:10 INFO terasort.TeraSort: starting
16/08/14 18:59:12 INFO input.FileInputFormat: Total input paths to process : 128
Spent 648ms computing base-splits.
Spent 29ms computing TeraScheduler splits.
Computing input splits took 678ms
Sampling 10 splits of 2048
Making 128 from 100000 sampled records
Computing parititions took 1164ms
Spent 1846ms computing partitions.
16/08/14 18:59:14 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/14 18:59:15 INFO mapreduce.JobSubmitter: number of splits:2048
16/08/14 18:59:15 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1470891827491_0032
16/08/14 18:59:15 INFO impl.YarnClientImpl: Submitted application application_1470891827491_0032
16/08/14 18:59:15 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1470891827491_0032/
16/08/14 18:59:15 INFO mapreduce.Job: Running job: job_1470891827491_0032
16/08/14 18:59:25 INFO mapreduce.Job: Job job_1470891827491_0032 running in uber mode : false
16/08/14 18:59:25 INFO mapreduce.Job:  map 0% reduce 0%
16/08/14 18:59:43 INFO mapreduce.Job:  map 1% reduce 0%
16/08/14 18:59:44 INFO mapreduce.Job:  map 5% reduce 0%
16/08/14 18:59:45 INFO mapreduce.Job:  map 11% reduce 0%
16/08/14 18:59:46 INFO mapreduce.Job:  map 12% reduce 0%
16/08/14 18:59:52 INFO mapreduce.Job:  map 13% reduce 0%
16/08/14 18:59:55 INFO mapreduce.Job:  map 14% reduce 0%
16/08/14 18:59:56 INFO mapreduce.Job:  map 15% reduce 0%
16/08/14 18:59:57 INFO mapreduce.Job:  map 17% reduce 0%
16/08/14 19:00:00 INFO mapreduce.Job:  map 18% reduce 0%
16/08/14 19:00:02 INFO mapreduce.Job:  map 20% reduce 0%
16/08/14 19:00:03 INFO mapreduce.Job:  map 22% reduce 0%
16/08/14 19:00:06 INFO mapreduce.Job:  map 24% reduce 0%
16/08/14 19:00:12 INFO mapreduce.Job:  map 25% reduce 0%
16/08/14 19:00:14 INFO mapreduce.Job:  map 25% reduce 1%
16/08/14 19:00:17 INFO mapreduce.Job:  map 26% reduce 1%
16/08/14 19:00:21 INFO mapreduce.Job:  map 27% reduce 1%
16/08/14 19:00:23 INFO mapreduce.Job:  map 28% reduce 1%
16/08/14 19:00:25 INFO mapreduce.Job:  map 29% reduce 1%
16/08/14 19:00:27 INFO mapreduce.Job:  map 30% reduce 1%
16/08/14 19:00:30 INFO mapreduce.Job:  map 31% reduce 1%
16/08/14 19:00:33 INFO mapreduce.Job:  map 31% reduce 2%
16/08/14 19:00:34 INFO mapreduce.Job:  map 32% reduce 2%
16/08/14 19:00:37 INFO mapreduce.Job:  map 33% reduce 2%
16/08/14 19:00:42 INFO mapreduce.Job:  map 34% reduce 2%
16/08/14 19:00:45 INFO mapreduce.Job:  map 35% reduce 2%
16/08/14 19:00:49 INFO mapreduce.Job:  map 36% reduce 2%
16/08/14 19:00:50 INFO mapreduce.Job:  map 36% reduce 3%
16/08/14 19:00:52 INFO mapreduce.Job:  map 37% reduce 3%
16/08/14 19:00:58 INFO mapreduce.Job:  map 38% reduce 3%
16/08/14 19:01:05 INFO mapreduce.Job:  map 39% reduce 3%
16/08/14 19:01:14 INFO mapreduce.Job:  map 40% reduce 3%
16/08/14 19:01:15 INFO mapreduce.Job:  map 40% reduce 4%
16/08/14 19:01:20 INFO mapreduce.Job:  map 41% reduce 4%
16/08/14 19:01:25 INFO mapreduce.Job:  map 42% reduce 4%
16/08/14 19:01:33 INFO mapreduce.Job:  map 42% reduce 5%
16/08/14 19:01:34 INFO mapreduce.Job:  map 43% reduce 5%
16/08/14 19:01:52 INFO mapreduce.Job:  map 44% reduce 5%
16/08/14 19:01:59 INFO mapreduce.Job:  map 44% reduce 6%
16/08/14 19:02:02 INFO mapreduce.Job:  map 45% reduce 6%
16/08/14 19:02:10 INFO mapreduce.Job:  map 46% reduce 6%
16/08/14 19:02:13 INFO mapreduce.Job:  map 46% reduce 7%
16/08/14 19:02:18 INFO mapreduce.Job:  map 46% reduce 8%
16/08/14 19:02:19 INFO mapreduce.Job:  map 47% reduce 8%
16/08/14 19:02:28 INFO mapreduce.Job:  map 48% reduce 8%
16/08/14 19:02:29 INFO mapreduce.Job:  map 48% reduce 9%
16/08/14 19:02:37 INFO mapreduce.Job:  map 49% reduce 9%
16/08/14 19:02:41 INFO mapreduce.Job:  map 49% reduce 10%
16/08/14 19:02:43 INFO mapreduce.Job:  map 50% reduce 10%
16/08/14 19:02:48 INFO mapreduce.Job:  map 50% reduce 11%
16/08/14 19:02:55 INFO mapreduce.Job:  map 51% reduce 11%
16/08/14 19:02:56 INFO mapreduce.Job:  map 51% reduce 12%
16/08/14 19:03:05 INFO mapreduce.Job:  map 51% reduce 13%
16/08/14 19:03:06 INFO mapreduce.Job:  map 52% reduce 13%
16/08/14 19:03:10 INFO mapreduce.Job:  map 53% reduce 13%
16/08/14 19:03:12 INFO mapreduce.Job:  map 53% reduce 14%
16/08/14 19:03:14 INFO mapreduce.Job:  map 54% reduce 14%
16/08/14 19:03:18 INFO mapreduce.Job:  map 54% reduce 15%
16/08/14 19:03:20 INFO mapreduce.Job:  map 55% reduce 15%
16/08/14 19:03:21 INFO mapreduce.Job:  map 56% reduce 15%
16/08/14 19:03:22 INFO mapreduce.Job:  map 56% reduce 16%
16/08/14 19:03:24 INFO mapreduce.Job:  map 57% reduce 16%
16/08/14 19:03:27 INFO mapreduce.Job:  map 58% reduce 16%
16/08/14 19:03:29 INFO mapreduce.Job:  map 59% reduce 17%
16/08/14 19:03:33 INFO mapreduce.Job:  map 60% reduce 17%
16/08/14 19:03:38 INFO mapreduce.Job:  map 61% reduce 18%
16/08/14 19:03:41 INFO mapreduce.Job:  map 62% reduce 18%
16/08/14 19:03:47 INFO mapreduce.Job:  map 63% reduce 18%
