16/08/14 19:25:11 INFO terasort.TeraSort: starting
16/08/14 19:25:12 INFO input.FileInputFormat: Total input paths to process : 128
Spent 309ms computing base-splits.
Spent 6ms computing TeraScheduler splits.
Computing input splits took 316ms
Sampling 10 splits of 128
Making 128 from 100000 sampled records
Computing parititions took 1266ms
Spent 1586ms computing partitions.
16/08/14 19:25:14 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/14 19:25:15 INFO mapreduce.JobSubmitter: number of splits:128
16/08/14 19:25:15 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1470891827491_0036
16/08/14 19:25:16 INFO impl.YarnClientImpl: Submitted application application_1470891827491_0036
16/08/14 19:25:16 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1470891827491_0036/
16/08/14 19:25:16 INFO mapreduce.Job: Running job: job_1470891827491_0036
16/08/14 19:25:25 INFO mapreduce.Job: Job job_1470891827491_0036 running in uber mode : false
16/08/14 19:25:25 INFO mapreduce.Job:  map 0% reduce 0%
16/08/14 19:25:39 INFO mapreduce.Job:  map 1% reduce 0%
16/08/14 19:25:40 INFO mapreduce.Job:  map 2% reduce 0%
16/08/14 19:25:41 INFO mapreduce.Job:  map 5% reduce 0%
16/08/14 19:25:43 INFO mapreduce.Job:  map 11% reduce 0%
16/08/14 19:25:44 INFO mapreduce.Job:  map 12% reduce 0%
16/08/14 19:25:46 INFO mapreduce.Job:  map 15% reduce 0%
16/08/14 19:25:47 INFO mapreduce.Job:  map 16% reduce 0%
16/08/14 19:25:49 INFO mapreduce.Job:  map 20% reduce 0%
16/08/14 19:25:50 INFO mapreduce.Job:  map 21% reduce 0%
16/08/14 19:25:51 INFO mapreduce.Job:  map 22% reduce 0%
16/08/14 19:25:52 INFO mapreduce.Job:  map 24% reduce 0%
16/08/14 19:25:53 INFO mapreduce.Job:  map 25% reduce 0%
16/08/14 19:25:54 INFO mapreduce.Job:  map 26% reduce 0%
16/08/14 19:25:55 INFO mapreduce.Job:  map 28% reduce 0%
