16/08/10 13:00:58 INFO terasort.TeraSort: starting
16/08/10 13:01:01 INFO input.FileInputFormat: Total input paths to process : 128
Spent 1599ms computing base-splits.
Spent 225ms computing TeraScheduler splits.
Computing input splits took 1826ms
Sampling 10 splits of 32000
Making 128 from 100000 sampled records
Computing parititions took 1265ms
Spent 3095ms computing partitions.
16/08/10 13:01:03 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/10 13:01:04 INFO mapreduce.JobSubmitter: number of splits:32000
16/08/10 13:01:04 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1470470958628_0044
16/08/10 13:01:04 INFO impl.YarnClientImpl: Submitted application application_1470470958628_0044
16/08/10 13:01:04 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1470470958628_0044/
16/08/10 13:01:04 INFO mapreduce.Job: Running job: job_1470470958628_0044
16/08/10 13:01:16 INFO mapreduce.Job: Job job_1470470958628_0044 running in uber mode : false
16/08/10 13:01:16 INFO mapreduce.Job:  map 0% reduce 0%
16/08/10 13:01:35 INFO mapreduce.Job:  map 1% reduce 0%
16/08/10 13:01:48 INFO mapreduce.Job:  map 2% reduce 0%
16/08/10 13:02:05 INFO mapreduce.Job:  map 3% reduce 0%
16/08/10 13:02:18 INFO mapreduce.Job:  map 4% reduce 0%
16/08/10 13:02:29 INFO mapreduce.Job:  map 5% reduce 0%
16/08/10 13:02:40 INFO mapreduce.Job:  map 6% reduce 0%
16/08/10 13:02:54 INFO mapreduce.Job:  map 7% reduce 0%
16/08/10 13:03:10 INFO mapreduce.Job:  map 8% reduce 0%
16/08/10 13:03:29 INFO mapreduce.Job:  map 9% reduce 0%
16/08/10 13:03:40 INFO mapreduce.Job:  map 9% reduce 1%
16/08/10 13:03:42 INFO mapreduce.Job:  map 10% reduce 1%
16/08/10 13:03:55 INFO mapreduce.Job:  map 11% reduce 1%
16/08/10 13:04:08 INFO mapreduce.Job:  map 12% reduce 1%
16/08/10 13:04:21 INFO mapreduce.Job:  map 13% reduce 1%
16/08/10 13:04:34 INFO mapreduce.Job:  map 14% reduce 1%
16/08/10 13:04:48 INFO mapreduce.Job:  map 15% reduce 1%
16/08/10 13:05:01 INFO mapreduce.Job:  map 16% reduce 1%
16/08/10 13:05:04 INFO mapreduce.Job:  map 16% reduce 2%
16/08/10 13:05:15 INFO mapreduce.Job:  map 17% reduce 2%
16/08/10 13:05:28 INFO mapreduce.Job:  map 18% reduce 2%
16/08/10 13:05:42 INFO mapreduce.Job:  map 19% reduce 2%
16/08/10 13:05:59 INFO mapreduce.Job:  map 20% reduce 2%
16/08/10 13:06:14 INFO mapreduce.Job:  map 20% reduce 3%
16/08/10 13:06:18 INFO mapreduce.Job:  map 21% reduce 3%
16/08/10 13:06:42 INFO mapreduce.Job:  map 22% reduce 3%
16/08/10 13:07:07 INFO mapreduce.Job:  map 23% reduce 3%
16/08/10 13:07:26 INFO mapreduce.Job:  map 24% reduce 3%
16/08/10 13:07:31 INFO mapreduce.Job:  map 24% reduce 4%
16/08/10 13:07:44 INFO mapreduce.Job:  map 25% reduce 4%
16/08/10 13:08:00 INFO mapreduce.Job:  map 26% reduce 4%
16/08/10 13:08:15 INFO mapreduce.Job:  map 27% reduce 4%
16/08/10 13:08:17 INFO mapreduce.Job:  map 27% reduce 5%
16/08/10 13:08:30 INFO mapreduce.Job:  map 28% reduce 5%
16/08/10 13:08:45 INFO mapreduce.Job:  map 29% reduce 5%
16/08/10 13:09:01 INFO mapreduce.Job:  map 30% reduce 6%
16/08/10 13:09:17 INFO mapreduce.Job:  map 31% reduce 6%
16/08/10 13:09:33 INFO mapreduce.Job:  map 32% reduce 6%
16/08/10 13:09:40 INFO mapreduce.Job:  map 32% reduce 7%
16/08/10 13:09:49 INFO mapreduce.Job:  map 33% reduce 7%
16/08/10 13:10:07 INFO mapreduce.Job:  map 34% reduce 7%
16/08/10 13:10:32 INFO mapreduce.Job:  map 35% reduce 7%
16/08/10 13:10:48 INFO mapreduce.Job:  map 35% reduce 8%
16/08/10 13:11:02 INFO mapreduce.Job:  map 36% reduce 8%
16/08/10 13:11:27 INFO mapreduce.Job:  map 37% reduce 8%
16/08/10 13:11:36 INFO mapreduce.Job:  map 37% reduce 9%
16/08/10 13:11:51 INFO mapreduce.Job:  map 38% reduce 9%
16/08/10 13:12:10 INFO mapreduce.Job:  map 39% reduce 9%
16/08/10 13:12:14 INFO mapreduce.Job:  map 39% reduce 10%
16/08/10 13:12:29 INFO mapreduce.Job:  map 40% reduce 10%
16/08/10 13:12:51 INFO mapreduce.Job:  map 41% reduce 10%
16/08/10 13:12:57 INFO mapreduce.Job:  map 41% reduce 11%
16/08/10 13:13:10 INFO mapreduce.Job:  map 42% reduce 11%
16/08/10 13:13:30 INFO mapreduce.Job:  map 43% reduce 11%
16/08/10 13:13:31 INFO mapreduce.Job:  map 43% reduce 12%
16/08/10 13:13:48 INFO mapreduce.Job:  map 44% reduce 12%
16/08/10 13:14:07 INFO mapreduce.Job:  map 45% reduce 13%
16/08/10 13:14:35 INFO mapreduce.Job:  map 46% reduce 13%
16/08/10 13:14:53 INFO mapreduce.Job:  map 46% reduce 14%
16/08/10 13:15:01 INFO mapreduce.Job:  map 47% reduce 14%
16/08/10 13:15:28 INFO mapreduce.Job:  map 48% reduce 14%
16/08/10 13:15:40 INFO mapreduce.Job:  map 48% reduce 15%
16/08/10 13:15:51 INFO mapreduce.Job:  map 49% reduce 15%
16/08/10 13:16:10 INFO mapreduce.Job:  map 49% reduce 16%
