16/08/18 05:25:56 INFO terasort.TeraSort: starting
16/08/18 05:25:58 INFO input.FileInputFormat: Total input paths to process : 128
Spent 815ms computing base-splits.
Spent 56ms computing TeraScheduler splits.
Computing input splits took 873ms
Sampling 10 splits of 4096
Making 128 from 100000 sampled records
Computing parititions took 1209ms
Spent 2085ms computing partitions.
16/08/18 05:25:59 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 05:26:01 INFO mapreduce.JobSubmitter: number of splits:4096
16/08/18 05:26:01 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0062
16/08/18 05:26:01 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0062
16/08/18 05:26:01 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0062/
16/08/18 05:26:01 INFO mapreduce.Job: Running job: job_1471329660260_0062
16/08/18 05:26:12 INFO mapreduce.Job: Job job_1471329660260_0062 running in uber mode : false
16/08/18 05:26:12 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 05:26:32 INFO mapreduce.Job:  map 2% reduce 0%
16/08/18 05:26:33 INFO mapreduce.Job:  map 4% reduce 0%
16/08/18 05:26:36 INFO mapreduce.Job:  map 5% reduce 0%
16/08/18 05:26:38 INFO mapreduce.Job:  map 6% reduce 0%
16/08/18 05:26:47 INFO mapreduce.Job:  map 7% reduce 0%
16/08/18 05:26:49 INFO mapreduce.Job:  map 8% reduce 0%
16/08/18 05:26:51 INFO mapreduce.Job:  map 9% reduce 0%
16/08/18 05:26:53 INFO mapreduce.Job:  map 10% reduce 0%
16/08/18 05:26:54 INFO mapreduce.Job:  map 11% reduce 0%
16/08/18 05:26:55 INFO mapreduce.Job:  map 12% reduce 0%
16/08/18 05:27:02 INFO mapreduce.Job:  map 13% reduce 0%
16/08/18 05:27:05 INFO mapreduce.Job:  map 14% reduce 1%
16/08/18 05:27:08 INFO mapreduce.Job:  map 15% reduce 1%
16/08/18 05:27:11 INFO mapreduce.Job:  map 16% reduce 1%
16/08/18 05:27:13 INFO mapreduce.Job:  map 17% reduce 1%
16/08/18 05:27:16 INFO mapreduce.Job:  map 18% reduce 1%
16/08/18 05:27:19 INFO mapreduce.Job:  map 19% reduce 1%
16/08/18 05:27:21 INFO mapreduce.Job:  map 19% reduce 2%
16/08/18 05:27:23 INFO mapreduce.Job:  map 20% reduce 2%
16/08/18 05:27:27 INFO mapreduce.Job:  map 21% reduce 2%
16/08/18 05:27:29 INFO mapreduce.Job:  map 22% reduce 2%
16/08/18 05:27:34 INFO mapreduce.Job:  map 23% reduce 2%
16/08/18 05:27:37 INFO mapreduce.Job:  map 24% reduce 3%
16/08/18 05:27:50 INFO mapreduce.Job:  map 25% reduce 3%
16/08/18 05:27:53 INFO mapreduce.Job:  map 26% reduce 3%
16/08/18 05:27:58 INFO mapreduce.Job:  map 27% reduce 3%
16/08/18 05:28:03 INFO mapreduce.Job:  map 28% reduce 3%
16/08/18 05:28:05 INFO mapreduce.Job:  map 28% reduce 4%
16/08/18 05:28:06 INFO mapreduce.Job:  map 29% reduce 4%
16/08/18 05:28:10 INFO mapreduce.Job:  map 30% reduce 4%
16/08/18 05:28:16 INFO mapreduce.Job:  map 31% reduce 5%
16/08/18 05:28:21 INFO mapreduce.Job:  map 32% reduce 5%
