16/08/18 16:51:31 INFO terasort.TeraSort: starting
16/08/18 16:51:34 INFO input.FileInputFormat: Total input paths to process : 128
Spent 783ms computing base-splits.
Spent 54ms computing TeraScheduler splits.
Computing input splits took 838ms
Sampling 10 splits of 4096
Making 256 from 100000 sampled records
Computing parititions took 1213ms
Spent 2054ms computing partitions.
16/08/18 16:51:35 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 16:51:37 INFO mapreduce.JobSubmitter: number of splits:4096
16/08/18 16:51:37 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0076
16/08/18 16:51:37 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0076
16/08/18 16:51:37 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0076/
16/08/18 16:51:37 INFO mapreduce.Job: Running job: job_1471329660260_0076
16/08/18 16:51:48 INFO mapreduce.Job: Job job_1471329660260_0076 running in uber mode : false
16/08/18 16:51:48 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 16:52:07 INFO mapreduce.Job:  map 1% reduce 0%
16/08/18 16:52:08 INFO mapreduce.Job:  map 2% reduce 0%
16/08/18 16:52:09 INFO mapreduce.Job:  map 3% reduce 0%
16/08/18 16:52:10 INFO mapreduce.Job:  map 4% reduce 0%
16/08/18 16:52:12 INFO mapreduce.Job:  map 5% reduce 0%
16/08/18 16:52:13 INFO mapreduce.Job:  map 6% reduce 0%
16/08/18 16:52:23 INFO mapreduce.Job:  map 7% reduce 0%
16/08/18 16:52:26 INFO mapreduce.Job:  map 8% reduce 0%
16/08/18 16:52:27 INFO mapreduce.Job:  map 9% reduce 0%
16/08/18 16:52:28 INFO mapreduce.Job:  map 10% reduce 0%
16/08/18 16:52:29 INFO mapreduce.Job:  map 11% reduce 0%
16/08/18 16:52:32 INFO mapreduce.Job:  map 12% reduce 0%
16/08/18 16:52:40 INFO mapreduce.Job:  map 13% reduce 0%
16/08/18 16:52:42 INFO mapreduce.Job:  map 14% reduce 0%
16/08/18 16:52:44 INFO mapreduce.Job:  map 15% reduce 0%
16/08/18 16:52:47 INFO mapreduce.Job:  map 16% reduce 0%
16/08/18 16:52:48 INFO mapreduce.Job:  map 17% reduce 1%
16/08/18 16:52:56 INFO mapreduce.Job:  map 18% reduce 1%
16/08/18 16:52:59 INFO mapreduce.Job:  map 19% reduce 1%
16/08/18 16:53:02 INFO mapreduce.Job:  map 20% reduce 1%
16/08/18 16:53:05 INFO mapreduce.Job:  map 21% reduce 1%
16/08/18 16:53:10 INFO mapreduce.Job:  map 22% reduce 1%
16/08/18 16:53:15 INFO mapreduce.Job:  map 23% reduce 1%
16/08/18 16:53:18 INFO mapreduce.Job:  map 24% reduce 1%
16/08/18 16:53:21 INFO mapreduce.Job:  map 25% reduce 1%
16/08/18 16:53:23 INFO mapreduce.Job:  map 25% reduce 2%
16/08/18 16:53:26 INFO mapreduce.Job:  map 26% reduce 2%
16/08/18 16:53:30 INFO mapreduce.Job:  map 27% reduce 2%
16/08/18 16:53:33 INFO mapreduce.Job:  map 28% reduce 2%
16/08/18 16:53:36 INFO mapreduce.Job:  map 29% reduce 2%
16/08/18 16:53:40 INFO mapreduce.Job:  map 30% reduce 2%
16/08/18 16:53:46 INFO mapreduce.Job:  map 31% reduce 2%
16/08/18 16:53:48 INFO mapreduce.Job:  map 31% reduce 3%
16/08/18 16:53:50 INFO mapreduce.Job:  map 32% reduce 3%
16/08/18 16:53:54 INFO mapreduce.Job:  map 33% reduce 3%
16/08/18 16:53:58 INFO mapreduce.Job:  map 34% reduce 3%
16/08/18 16:54:02 INFO mapreduce.Job:  map 35% reduce 3%
16/08/18 16:54:05 INFO mapreduce.Job:  map 36% reduce 3%
16/08/18 16:54:07 INFO mapreduce.Job:  map 36% reduce 4%
16/08/18 16:54:08 INFO mapreduce.Job:  map 37% reduce 4%
16/08/18 16:54:14 INFO mapreduce.Job:  map 38% reduce 4%
16/08/18 16:54:17 INFO mapreduce.Job:  map 39% reduce 4%
16/08/18 16:54:22 INFO mapreduce.Job:  map 40% reduce 4%
16/08/18 16:54:23 INFO mapreduce.Job:  map 40% reduce 5%
16/08/18 16:54:26 INFO mapreduce.Job:  map 41% reduce 5%
16/08/18 16:54:30 INFO mapreduce.Job:  map 42% reduce 5%
16/08/18 16:54:35 INFO mapreduce.Job:  map 43% reduce 5%
16/08/18 16:54:40 INFO mapreduce.Job:  map 44% reduce 5%
16/08/18 16:54:43 INFO mapreduce.Job:  map 44% reduce 6%
16/08/18 16:54:45 INFO mapreduce.Job:  map 45% reduce 6%
16/08/18 16:54:49 INFO mapreduce.Job:  map 46% reduce 6%
16/08/18 16:54:54 INFO mapreduce.Job:  map 47% reduce 6%
16/08/18 16:54:57 INFO mapreduce.Job:  map 48% reduce 7%
16/08/18 16:55:04 INFO mapreduce.Job:  map 49% reduce 7%
16/08/18 16:55:08 INFO mapreduce.Job:  map 50% reduce 7%
16/08/18 16:55:11 INFO mapreduce.Job:  map 51% reduce 7%
16/08/18 16:55:13 INFO mapreduce.Job:  map 51% reduce 8%
16/08/18 16:55:18 INFO mapreduce.Job:  map 52% reduce 8%
16/08/18 16:55:24 INFO mapreduce.Job:  map 53% reduce 8%
16/08/18 16:55:28 INFO mapreduce.Job:  map 54% reduce 8%
16/08/18 16:55:33 INFO mapreduce.Job:  map 54% reduce 9%
16/08/18 16:55:34 INFO mapreduce.Job:  map 55% reduce 9%
16/08/18 16:55:40 INFO mapreduce.Job:  map 56% reduce 9%
16/08/18 16:55:43 INFO mapreduce.Job:  map 57% reduce 9%
16/08/18 16:55:47 INFO mapreduce.Job:  map 58% reduce 9%
16/08/18 16:55:54 INFO mapreduce.Job:  map 59% reduce 9%
16/08/18 16:55:57 INFO mapreduce.Job:  map 60% reduce 9%
16/08/18 16:55:59 INFO mapreduce.Job:  map 60% reduce 10%
