16/08/18 04:58:27 INFO terasort.TeraSort: starting
16/08/18 04:58:29 INFO input.FileInputFormat: Total input paths to process : 32
Spent 230ms computing base-splits.
Spent 4ms computing TeraScheduler splits.
Computing input splits took 235ms
Sampling 10 splits of 32
Making 128 from 100000 sampled records
Computing parititions took 1210ms
Spent 1450ms computing partitions.
16/08/18 04:58:30 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 04:58:32 INFO mapreduce.JobSubmitter: number of splits:32
16/08/18 04:58:32 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0060
16/08/18 04:58:32 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0060
16/08/18 04:58:32 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0060/
16/08/18 04:58:32 INFO mapreduce.Job: Running job: job_1471329660260_0060
16/08/18 04:58:41 INFO mapreduce.Job: Job job_1471329660260_0060 running in uber mode : false
16/08/18 04:58:41 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 04:58:55 INFO mapreduce.Job:  map 1% reduce 0%
16/08/18 04:58:56 INFO mapreduce.Job:  map 5% reduce 0%
16/08/18 04:58:59 INFO mapreduce.Job:  map 6% reduce 0%
16/08/18 04:59:01 INFO mapreduce.Job:  map 7% reduce 0%
16/08/18 04:59:02 INFO mapreduce.Job:  map 8% reduce 0%
16/08/18 04:59:05 INFO mapreduce.Job:  map 10% reduce 0%
16/08/18 04:59:09 INFO mapreduce.Job:  map 12% reduce 0%
16/08/18 04:59:12 INFO mapreduce.Job:  map 14% reduce 0%
16/08/18 04:59:15 INFO mapreduce.Job:  map 16% reduce 0%
16/08/18 04:59:18 INFO mapreduce.Job:  map 18% reduce 0%
16/08/18 04:59:21 INFO mapreduce.Job:  map 20% reduce 0%
16/08/18 04:59:24 INFO mapreduce.Job:  map 21% reduce 0%
16/08/18 04:59:26 INFO mapreduce.Job:  map 22% reduce 0%
16/08/18 04:59:27 INFO mapreduce.Job:  map 23% reduce 0%
16/08/18 04:59:29 INFO mapreduce.Job:  map 24% reduce 0%
