16/08/18 21:45:06 INFO terasort.TeraSort: starting
16/08/18 21:45:07 INFO input.FileInputFormat: Total input paths to process : 128
Spent 484ms computing base-splits.
Spent 18ms computing TeraScheduler splits.
Computing input splits took 504ms
Sampling 10 splits of 1024
Making 256 from 100000 sampled records
Computing parititions took 1369ms
Spent 1877ms computing partitions.
16/08/18 21:45:09 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 21:45:10 INFO mapreduce.JobSubmitter: number of splits:1024
16/08/18 21:45:11 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0092
16/08/18 21:45:11 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0092
16/08/18 21:45:11 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0092/
16/08/18 21:45:11 INFO mapreduce.Job: Running job: job_1471329660260_0092
16/08/18 21:45:20 INFO mapreduce.Job: Job job_1471329660260_0092 running in uber mode : false
16/08/18 21:45:20 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 21:45:39 INFO mapreduce.Job:  map 1% reduce 0%
16/08/18 21:45:40 INFO mapreduce.Job:  map 3% reduce 0%
16/08/18 21:45:41 INFO mapreduce.Job:  map 4% reduce 0%
16/08/18 21:45:43 INFO mapreduce.Job:  map 5% reduce 0%
16/08/18 21:45:45 INFO mapreduce.Job:  map 6% reduce 0%
16/08/18 21:45:46 INFO mapreduce.Job:  map 7% reduce 0%
16/08/18 21:45:48 INFO mapreduce.Job:  map 8% reduce 0%
16/08/18 21:45:49 INFO mapreduce.Job:  map 9% reduce 0%
16/08/18 21:45:51 INFO mapreduce.Job:  map 10% reduce 0%
16/08/18 21:45:52 INFO mapreduce.Job:  map 11% reduce 0%
16/08/18 21:45:53 INFO mapreduce.Job:  map 12% reduce 0%
16/08/18 21:45:55 INFO mapreduce.Job:  map 13% reduce 0%
16/08/18 21:45:56 INFO mapreduce.Job:  map 14% reduce 0%
16/08/18 21:45:58 INFO mapreduce.Job:  map 15% reduce 0%
16/08/18 21:46:00 INFO mapreduce.Job:  map 16% reduce 0%
16/08/18 21:46:03 INFO mapreduce.Job:  map 17% reduce 0%
16/08/18 21:46:04 INFO mapreduce.Job:  map 18% reduce 0%
16/08/18 21:46:06 INFO mapreduce.Job:  map 19% reduce 0%
16/08/18 21:46:07 INFO mapreduce.Job:  map 20% reduce 0%
16/08/18 21:46:08 INFO mapreduce.Job:  map 21% reduce 0%
16/08/18 21:46:10 INFO mapreduce.Job:  map 23% reduce 0%
