16/08/15 20:46:37 INFO terasort.TeraSort: starting
16/08/15 20:46:39 INFO input.FileInputFormat: Total input paths to process : 128
Spent 347ms computing base-splits.
Spent 9ms computing TeraScheduler splits.
Computing input splits took 358ms
Sampling 10 splits of 256
Making 128 from 100000 sampled records
Computing parititions took 1249ms
Spent 1610ms computing partitions.
16/08/15 20:46:40 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/15 20:46:42 INFO mapreduce.JobSubmitter: number of splits:256
16/08/15 20:46:42 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1470891827491_0114
16/08/15 20:46:42 INFO impl.YarnClientImpl: Submitted application application_1470891827491_0114
16/08/15 20:46:42 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1470891827491_0114/
16/08/15 20:46:42 INFO mapreduce.Job: Running job: job_1470891827491_0114
16/08/15 20:46:51 INFO mapreduce.Job: Job job_1470891827491_0114 running in uber mode : false
16/08/15 20:46:51 INFO mapreduce.Job:  map 0% reduce 0%
16/08/15 20:47:09 INFO mapreduce.Job:  map 1% reduce 0%
16/08/15 20:47:11 INFO mapreduce.Job:  map 3% reduce 0%
16/08/15 20:47:12 INFO mapreduce.Job:  map 4% reduce 0%
16/08/15 20:47:14 INFO mapreduce.Job:  map 5% reduce 0%
16/08/15 20:47:15 INFO mapreduce.Job:  map 6% reduce 0%
16/08/15 20:47:17 INFO mapreduce.Job:  map 7% reduce 0%
16/08/15 20:47:18 INFO mapreduce.Job:  map 8% reduce 0%
16/08/15 20:47:20 INFO mapreduce.Job:  map 9% reduce 0%
16/08/15 20:47:21 INFO mapreduce.Job:  map 10% reduce 0%
16/08/15 20:47:23 INFO mapreduce.Job:  map 11% reduce 0%
16/08/15 20:47:24 INFO mapreduce.Job:  map 12% reduce 0%
16/08/15 20:47:26 INFO mapreduce.Job:  map 13% reduce 0%
16/08/15 20:47:27 INFO mapreduce.Job:  map 14% reduce 0%
16/08/15 20:47:29 INFO mapreduce.Job:  map 16% reduce 0%
16/08/15 20:47:32 INFO mapreduce.Job:  map 18% reduce 0%
16/08/15 20:47:34 INFO mapreduce.Job:  map 19% reduce 0%
16/08/15 20:47:35 INFO mapreduce.Job:  map 20% reduce 0%
16/08/15 20:47:37 INFO mapreduce.Job:  map 21% reduce 0%
16/08/15 20:47:38 INFO mapreduce.Job:  map 22% reduce 0%
16/08/15 20:47:40 INFO mapreduce.Job:  map 23% reduce 0%
16/08/15 20:47:41 INFO mapreduce.Job:  map 24% reduce 0%
16/08/15 20:47:43 INFO mapreduce.Job:  map 25% reduce 0%
16/08/15 20:47:44 INFO mapreduce.Job:  map 26% reduce 0%
16/08/15 20:47:46 INFO mapreduce.Job:  map 27% reduce 0%
16/08/15 20:47:47 INFO mapreduce.Job:  map 28% reduce 0%
16/08/15 20:47:49 INFO mapreduce.Job:  map 29% reduce 0%
16/08/15 20:47:50 INFO mapreduce.Job:  map 30% reduce 0%
16/08/15 20:47:52 INFO mapreduce.Job:  map 31% reduce 0%
16/08/15 20:47:53 INFO mapreduce.Job:  map 32% reduce 0%
16/08/15 20:47:55 INFO mapreduce.Job:  map 33% reduce 0%
16/08/15 20:47:56 INFO mapreduce.Job:  map 34% reduce 0%
16/08/15 20:47:57 INFO mapreduce.Job:  map 35% reduce 0%
16/08/15 20:47:59 INFO mapreduce.Job:  map 36% reduce 0%
16/08/15 20:48:00 INFO mapreduce.Job:  map 37% reduce 0%
16/08/15 20:48:02 INFO mapreduce.Job:  map 38% reduce 0%
16/08/15 20:48:03 INFO mapreduce.Job:  map 39% reduce 0%
16/08/15 20:48:05 INFO mapreduce.Job:  map 41% reduce 0%
16/08/15 20:48:07 INFO mapreduce.Job:  map 42% reduce 0%
16/08/15 20:48:08 INFO mapreduce.Job:  map 43% reduce 0%
16/08/15 20:48:10 INFO mapreduce.Job:  map 44% reduce 0%
16/08/15 20:48:11 INFO mapreduce.Job:  map 45% reduce 0%
16/08/15 20:48:13 INFO mapreduce.Job:  map 46% reduce 0%
16/08/15 20:48:14 INFO mapreduce.Job:  map 47% reduce 0%
16/08/15 20:48:16 INFO mapreduce.Job:  map 48% reduce 0%
16/08/15 20:48:17 INFO mapreduce.Job:  map 49% reduce 0%
