16/08/18 07:18:23 INFO terasort.TeraSort: starting
16/08/18 07:18:24 INFO input.FileInputFormat: Total input paths to process : 128
Spent 316ms computing base-splits.
Spent 6ms computing TeraScheduler splits.
Computing input splits took 323ms
Sampling 10 splits of 128
Making 128 from 100000 sampled records
Computing parititions took 1186ms
Spent 1514ms computing partitions.
16/08/18 07:18:26 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 07:18:27 INFO mapreduce.JobSubmitter: number of splits:128
16/08/18 07:18:27 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0067
16/08/18 07:18:27 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0067
16/08/18 07:18:27 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0067/
16/08/18 07:18:27 INFO mapreduce.Job: Running job: job_1471329660260_0067
16/08/18 07:18:38 INFO mapreduce.Job: Job job_1471329660260_0067 running in uber mode : false
16/08/18 07:18:38 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 07:18:55 INFO mapreduce.Job:  map 1% reduce 0%
16/08/18 07:18:56 INFO mapreduce.Job:  map 2% reduce 0%
16/08/18 07:18:58 INFO mapreduce.Job:  map 3% reduce 0%
16/08/18 07:19:00 INFO mapreduce.Job:  map 4% reduce 0%
16/08/18 07:19:03 INFO mapreduce.Job:  map 5% reduce 0%
16/08/18 07:19:06 INFO mapreduce.Job:  map 6% reduce 0%
16/08/18 07:19:09 INFO mapreduce.Job:  map 7% reduce 0%
16/08/18 07:19:11 INFO mapreduce.Job:  map 8% reduce 0%
16/08/18 07:19:14 INFO mapreduce.Job:  map 9% reduce 0%
16/08/18 07:19:16 INFO mapreduce.Job:  map 10% reduce 0%
16/08/18 07:19:19 INFO mapreduce.Job:  map 11% reduce 0%
16/08/18 07:19:21 INFO mapreduce.Job:  map 12% reduce 0%
16/08/18 07:19:24 INFO mapreduce.Job:  map 13% reduce 0%
16/08/18 07:19:26 INFO mapreduce.Job:  map 14% reduce 0%
16/08/18 07:19:29 INFO mapreduce.Job:  map 15% reduce 0%
16/08/18 07:19:31 INFO mapreduce.Job:  map 16% reduce 0%
16/08/18 07:19:33 INFO mapreduce.Job:  map 17% reduce 0%
16/08/18 07:19:36 INFO mapreduce.Job:  map 18% reduce 0%
16/08/18 07:19:39 INFO mapreduce.Job:  map 19% reduce 0%
16/08/18 07:19:41 INFO mapreduce.Job:  map 20% reduce 0%
16/08/18 07:19:44 INFO mapreduce.Job:  map 21% reduce 0%
16/08/18 07:19:46 INFO mapreduce.Job:  map 22% reduce 0%
16/08/18 07:19:48 INFO mapreduce.Job:  map 23% reduce 0%
16/08/18 07:19:51 INFO mapreduce.Job:  map 24% reduce 0%
16/08/18 07:19:54 INFO mapreduce.Job:  map 25% reduce 0%
16/08/18 07:19:56 INFO mapreduce.Job:  map 26% reduce 0%
16/08/18 07:19:58 INFO mapreduce.Job:  map 27% reduce 0%
16/08/18 07:20:01 INFO mapreduce.Job:  map 28% reduce 0%
16/08/18 07:20:03 INFO mapreduce.Job:  map 29% reduce 0%
16/08/18 07:20:06 INFO mapreduce.Job:  map 30% reduce 0%
16/08/18 07:20:09 INFO mapreduce.Job:  map 31% reduce 0%
16/08/18 07:20:12 INFO mapreduce.Job:  map 32% reduce 0%
16/08/18 07:20:14 INFO mapreduce.Job:  map 33% reduce 0%
16/08/18 07:20:17 INFO mapreduce.Job:  map 34% reduce 0%
16/08/18 07:20:20 INFO mapreduce.Job:  map 35% reduce 0%
16/08/18 07:20:23 INFO mapreduce.Job:  map 36% reduce 0%
16/08/18 07:20:25 INFO mapreduce.Job:  map 37% reduce 0%
16/08/18 07:20:28 INFO mapreduce.Job:  map 38% reduce 0%
16/08/18 07:20:30 INFO mapreduce.Job:  map 39% reduce 0%
16/08/18 07:20:32 INFO mapreduce.Job:  map 40% reduce 0%
