16/08/18 04:37:45 INFO terasort.TeraSort: starting
16/08/18 04:37:47 INFO input.FileInputFormat: Total input paths to process : 128
Spent 350ms computing base-splits.
Spent 8ms computing TeraScheduler splits.
Computing input splits took 359ms
Sampling 10 splits of 256
Making 128 from 100000 sampled records
Computing parititions took 1143ms
Spent 1506ms computing partitions.
16/08/18 04:37:48 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 04:37:49 INFO mapreduce.JobSubmitter: number of splits:256
16/08/18 04:37:49 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0057
16/08/18 04:37:50 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0057
16/08/18 04:37:50 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0057/
16/08/18 04:37:50 INFO mapreduce.Job: Running job: job_1471329660260_0057
16/08/18 04:38:01 INFO mapreduce.Job: Job job_1471329660260_0057 running in uber mode : false
16/08/18 04:38:01 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 04:38:18 INFO mapreduce.Job:  map 1% reduce 0%
16/08/18 04:38:19 INFO mapreduce.Job:  map 4% reduce 0%
16/08/18 04:38:20 INFO mapreduce.Job:  map 14% reduce 0%
16/08/18 04:38:21 INFO mapreduce.Job:  map 15% reduce 0%
16/08/18 04:38:22 INFO mapreduce.Job:  map 16% reduce 0%
16/08/18 04:38:23 INFO mapreduce.Job:  map 21% reduce 0%
16/08/18 04:38:24 INFO mapreduce.Job:  map 22% reduce 0%
16/08/18 04:38:25 INFO mapreduce.Job:  map 23% reduce 0%
16/08/18 04:38:26 INFO mapreduce.Job:  map 28% reduce 0%
16/08/18 04:38:28 INFO mapreduce.Job:  map 30% reduce 0%
16/08/18 04:38:29 INFO mapreduce.Job:  map 36% reduce 0%
16/08/18 04:38:30 INFO mapreduce.Job:  map 37% reduce 0%
16/08/18 04:38:31 INFO mapreduce.Job:  map 39% reduce 0%
16/08/18 04:38:32 INFO mapreduce.Job:  map 44% reduce 0%
16/08/18 04:38:33 INFO mapreduce.Job:  map 45% reduce 0%
16/08/18 04:38:34 INFO mapreduce.Job:  map 47% reduce 0%
16/08/18 04:38:35 INFO mapreduce.Job:  map 53% reduce 0%
16/08/18 04:38:37 INFO mapreduce.Job:  map 55% reduce 0%
16/08/18 04:38:38 INFO mapreduce.Job:  map 59% reduce 0%
16/08/18 04:38:39 INFO mapreduce.Job:  map 60% reduce 0%
16/08/18 04:38:40 INFO mapreduce.Job:  map 61% reduce 0%
16/08/18 04:38:41 INFO mapreduce.Job:  map 65% reduce 0%
16/08/18 04:38:42 INFO mapreduce.Job:  map 66% reduce 0%
16/08/18 04:38:43 INFO mapreduce.Job:  map 68% reduce 0%
16/08/18 04:38:44 INFO mapreduce.Job:  map 72% reduce 0%
16/08/18 04:38:45 INFO mapreduce.Job:  map 73% reduce 0%
16/08/18 04:38:46 INFO mapreduce.Job:  map 74% reduce 0%
16/08/18 04:38:47 INFO mapreduce.Job:  map 79% reduce 0%
16/08/18 04:38:48 INFO mapreduce.Job:  map 80% reduce 0%
16/08/18 04:38:49 INFO mapreduce.Job:  map 81% reduce 0%
16/08/18 04:38:50 INFO mapreduce.Job:  map 86% reduce 0%
16/08/18 04:38:52 INFO mapreduce.Job:  map 87% reduce 0%
16/08/18 04:38:53 INFO mapreduce.Job:  map 88% reduce 0%
16/08/18 04:38:54 INFO mapreduce.Job:  map 92% reduce 0%
16/08/18 04:38:56 INFO mapreduce.Job:  map 93% reduce 0%
16/08/18 04:38:57 INFO mapreduce.Job:  map 95% reduce 0%
16/08/18 04:38:58 INFO mapreduce.Job:  map 96% reduce 0%
16/08/18 04:39:00 INFO mapreduce.Job:  map 97% reduce 1%
16/08/18 04:39:01 INFO mapreduce.Job:  map 98% reduce 1%
16/08/18 04:39:03 INFO mapreduce.Job:  map 99% reduce 2%
16/08/18 04:39:06 INFO mapreduce.Job:  map 99% reduce 3%
16/08/18 04:39:07 INFO mapreduce.Job:  map 100% reduce 3%
16/08/18 04:39:09 INFO mapreduce.Job:  map 100% reduce 4%
16/08/18 04:39:13 INFO mapreduce.Job:  map 100% reduce 5%
16/08/18 04:39:16 INFO mapreduce.Job:  map 100% reduce 6%
16/08/18 04:39:20 INFO mapreduce.Job:  map 100% reduce 7%
16/08/18 04:39:23 INFO mapreduce.Job:  map 100% reduce 8%
16/08/18 04:39:26 INFO mapreduce.Job:  map 100% reduce 9%
16/08/18 04:39:30 INFO mapreduce.Job:  map 100% reduce 10%
16/08/18 04:39:33 INFO mapreduce.Job:  map 100% reduce 11%
16/08/18 04:39:35 INFO mapreduce.Job:  map 100% reduce 12%
16/08/18 04:39:38 INFO mapreduce.Job:  map 100% reduce 13%
16/08/18 04:39:41 INFO mapreduce.Job:  map 100% reduce 14%
16/08/18 04:39:45 INFO mapreduce.Job:  map 100% reduce 15%
16/08/18 04:39:46 INFO mapreduce.Job:  map 100% reduce 16%
16/08/18 04:39:49 INFO mapreduce.Job:  map 100% reduce 17%
16/08/18 04:39:54 INFO mapreduce.Job:  map 100% reduce 19%
16/08/18 04:39:58 INFO mapreduce.Job:  map 100% reduce 20%
16/08/18 04:40:01 INFO mapreduce.Job:  map 100% reduce 22%
16/08/18 04:40:06 INFO mapreduce.Job:  map 100% reduce 24%
16/08/18 04:40:11 INFO mapreduce.Job:  map 100% reduce 25%
16/08/18 04:40:15 INFO mapreduce.Job:  map 100% reduce 27%
16/08/18 04:40:16 INFO mapreduce.Job:  map 100% reduce 28%
