16/08/18 06:49:18 INFO terasort.TeraSort: starting
16/08/18 06:49:19 INFO input.FileInputFormat: Total input paths to process : 128
Spent 326ms computing base-splits.
Spent 7ms computing TeraScheduler splits.
Computing input splits took 334ms
Sampling 10 splits of 256
Making 128 from 100000 sampled records
Computing parititions took 3180ms
Spent 3518ms computing partitions.
16/08/18 06:49:23 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 06:49:24 INFO mapreduce.JobSubmitter: number of splits:256
16/08/18 06:49:24 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0066
16/08/18 06:49:25 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0066
16/08/18 06:49:25 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0066/
16/08/18 06:49:25 INFO mapreduce.Job: Running job: job_1471329660260_0066
16/08/18 06:49:34 INFO mapreduce.Job: Job job_1471329660260_0066 running in uber mode : false
16/08/18 06:49:34 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 06:49:52 INFO mapreduce.Job:  map 1% reduce 0%
16/08/18 06:49:53 INFO mapreduce.Job:  map 3% reduce 0%
16/08/18 06:49:54 INFO mapreduce.Job:  map 4% reduce 0%
16/08/18 06:49:56 INFO mapreduce.Job:  map 5% reduce 0%
16/08/18 06:49:58 INFO mapreduce.Job:  map 6% reduce 0%
16/08/18 06:49:59 INFO mapreduce.Job:  map 7% reduce 0%
16/08/18 06:50:01 INFO mapreduce.Job:  map 8% reduce 0%
16/08/18 06:50:02 INFO mapreduce.Job:  map 9% reduce 0%
16/08/18 06:50:04 INFO mapreduce.Job:  map 10% reduce 0%
16/08/18 06:50:05 INFO mapreduce.Job:  map 11% reduce 0%
16/08/18 06:50:07 INFO mapreduce.Job:  map 12% reduce 0%
16/08/18 06:50:08 INFO mapreduce.Job:  map 13% reduce 0%
16/08/18 06:50:10 INFO mapreduce.Job:  map 14% reduce 0%
16/08/18 06:50:11 INFO mapreduce.Job:  map 15% reduce 0%
16/08/18 06:50:13 INFO mapreduce.Job:  map 16% reduce 0%
16/08/18 06:50:14 INFO mapreduce.Job:  map 17% reduce 0%
16/08/18 06:50:16 INFO mapreduce.Job:  map 18% reduce 0%
16/08/18 06:50:17 INFO mapreduce.Job:  map 19% reduce 0%
16/08/18 06:50:18 INFO mapreduce.Job:  map 20% reduce 0%
16/08/18 06:50:21 INFO mapreduce.Job:  map 21% reduce 0%
16/08/18 06:50:23 INFO mapreduce.Job:  map 22% reduce 0%
16/08/18 06:50:24 INFO mapreduce.Job:  map 23% reduce 0%
16/08/18 06:50:26 INFO mapreduce.Job:  map 24% reduce 0%
16/08/18 06:50:27 INFO mapreduce.Job:  map 25% reduce 0%
16/08/18 06:50:29 INFO mapreduce.Job:  map 26% reduce 0%
16/08/18 06:50:31 INFO mapreduce.Job:  map 27% reduce 0%
16/08/18 06:50:32 INFO mapreduce.Job:  map 28% reduce 0%
16/08/18 06:50:34 INFO mapreduce.Job:  map 29% reduce 0%
16/08/18 06:50:35 INFO mapreduce.Job:  map 30% reduce 0%
16/08/18 06:50:36 INFO mapreduce.Job:  map 31% reduce 0%
16/08/18 06:50:37 INFO mapreduce.Job:  map 32% reduce 0%
16/08/18 06:50:39 INFO mapreduce.Job:  map 33% reduce 0%
16/08/18 06:50:40 INFO mapreduce.Job:  map 34% reduce 0%
16/08/18 06:50:42 INFO mapreduce.Job:  map 35% reduce 0%
16/08/18 06:50:43 INFO mapreduce.Job:  map 36% reduce 0%
16/08/18 06:50:45 INFO mapreduce.Job:  map 37% reduce 0%
16/08/18 06:50:46 INFO mapreduce.Job:  map 38% reduce 0%
16/08/18 06:50:48 INFO mapreduce.Job:  map 39% reduce 0%
16/08/18 06:50:49 INFO mapreduce.Job:  map 40% reduce 0%
16/08/18 06:50:51 INFO mapreduce.Job:  map 41% reduce 0%
16/08/18 06:50:52 INFO mapreduce.Job:  map 42% reduce 0%
16/08/18 06:50:54 INFO mapreduce.Job:  map 43% reduce 0%
16/08/18 06:50:55 INFO mapreduce.Job:  map 44% reduce 0%
16/08/18 06:50:56 INFO mapreduce.Job:  map 45% reduce 0%
16/08/18 06:50:58 INFO mapreduce.Job:  map 46% reduce 0%
16/08/18 06:50:59 INFO mapreduce.Job:  map 47% reduce 0%
16/08/18 06:51:01 INFO mapreduce.Job:  map 48% reduce 0%
16/08/18 06:51:02 INFO mapreduce.Job:  map 49% reduce 0%
16/08/18 06:51:03 INFO mapreduce.Job:  map 50% reduce 0%
16/08/18 06:51:05 INFO mapreduce.Job:  map 51% reduce 0%
16/08/18 06:51:06 INFO mapreduce.Job:  map 52% reduce 0%
16/08/18 06:51:08 INFO mapreduce.Job:  map 53% reduce 0%
16/08/18 06:51:10 INFO mapreduce.Job:  map 54% reduce 0%
16/08/18 06:51:12 INFO mapreduce.Job:  map 55% reduce 0%
16/08/18 06:51:13 INFO mapreduce.Job:  map 56% reduce 0%
16/08/18 06:51:15 INFO mapreduce.Job:  map 57% reduce 0%
16/08/18 06:51:16 INFO mapreduce.Job:  map 58% reduce 0%
16/08/18 06:51:18 INFO mapreduce.Job:  map 59% reduce 0%
16/08/18 06:51:19 INFO mapreduce.Job:  map 60% reduce 0%
16/08/18 06:51:21 INFO mapreduce.Job:  map 61% reduce 0%
16/08/18 06:51:24 INFO mapreduce.Job:  map 62% reduce 0%
16/08/18 06:51:27 INFO mapreduce.Job:  map 63% reduce 0%
16/08/18 06:51:29 INFO mapreduce.Job:  map 64% reduce 0%
16/08/18 06:51:32 INFO mapreduce.Job:  map 65% reduce 0%
16/08/18 06:51:36 INFO mapreduce.Job:  map 66% reduce 0%
16/08/18 06:51:40 INFO mapreduce.Job:  map 67% reduce 0%
16/08/18 06:51:48 INFO mapreduce.Job:  map 68% reduce 0%
16/08/18 06:51:58 INFO mapreduce.Job:  map 69% reduce 0%
16/08/18 06:52:10 INFO mapreduce.Job:  map 70% reduce 0%
16/08/18 06:52:24 INFO mapreduce.Job:  map 71% reduce 0%
16/08/18 06:52:38 INFO mapreduce.Job:  map 72% reduce 0%
16/08/18 06:52:52 INFO mapreduce.Job:  map 73% reduce 0%
16/08/18 06:53:05 INFO mapreduce.Job:  map 74% reduce 0%
16/08/18 06:53:19 INFO mapreduce.Job:  map 75% reduce 0%
16/08/18 06:53:32 INFO mapreduce.Job:  map 76% reduce 0%
16/08/18 06:53:46 INFO mapreduce.Job:  map 77% reduce 0%
16/08/18 06:54:01 INFO mapreduce.Job:  map 78% reduce 0%
16/08/18 06:54:16 INFO mapreduce.Job:  map 79% reduce 0%
16/08/18 06:54:31 INFO mapreduce.Job:  map 80% reduce 0%
16/08/18 06:54:47 INFO mapreduce.Job:  map 81% reduce 0%
16/08/18 06:55:04 INFO mapreduce.Job:  map 82% reduce 0%
16/08/18 06:55:20 INFO mapreduce.Job:  map 83% reduce 0%
16/08/18 06:55:38 INFO mapreduce.Job:  map 84% reduce 0%
16/08/18 06:55:56 INFO mapreduce.Job:  map 85% reduce 0%
16/08/18 06:56:12 INFO mapreduce.Job:  map 86% reduce 0%
16/08/18 06:56:30 INFO mapreduce.Job:  map 87% reduce 0%
16/08/18 06:56:47 INFO mapreduce.Job:  map 88% reduce 0%
16/08/18 06:57:05 INFO mapreduce.Job:  map 89% reduce 0%
16/08/18 06:57:23 INFO mapreduce.Job:  map 90% reduce 0%
16/08/18 06:57:43 INFO mapreduce.Job:  map 91% reduce 0%
16/08/18 06:57:55 INFO mapreduce.Job:  map 91% reduce 1%
16/08/18 06:58:04 INFO mapreduce.Job:  map 92% reduce 1%
16/08/18 06:58:31 INFO mapreduce.Job:  map 93% reduce 1%
16/08/18 06:58:36 INFO mapreduce.Job:  map 93% reduce 2%
16/08/18 06:58:58 INFO mapreduce.Job:  map 94% reduce 2%
16/08/18 06:59:06 INFO mapreduce.Job:  map 94% reduce 3%
16/08/18 06:59:33 INFO mapreduce.Job:  map 95% reduce 3%
16/08/18 06:59:36 INFO mapreduce.Job:  map 95% reduce 4%
16/08/18 07:00:13 INFO mapreduce.Job:  map 96% reduce 5%
16/08/18 07:00:44 INFO mapreduce.Job:  map 96% reduce 6%
16/08/18 07:00:47 INFO mapreduce.Job:  map 97% reduce 6%
16/08/18 07:01:12 INFO mapreduce.Job:  map 97% reduce 7%
16/08/18 07:01:29 INFO mapreduce.Job:  map 98% reduce 7%
16/08/18 07:01:32 INFO mapreduce.Job:  map 98% reduce 8%
16/08/18 07:01:54 INFO mapreduce.Job:  map 98% reduce 9%
16/08/18 07:02:09 INFO mapreduce.Job:  map 98% reduce 10%
16/08/18 07:02:17 INFO mapreduce.Job:  map 99% reduce 10%
16/08/18 07:03:29 INFO mapreduce.Job:  map 99% reduce 11%
16/08/18 07:03:30 INFO mapreduce.Job:  map 99% reduce 12%
16/08/18 07:03:31 INFO mapreduce.Job:  map 99% reduce 11%
16/08/18 07:03:32 INFO mapreduce.Job:  map 100% reduce 14%
16/08/18 07:03:38 INFO mapreduce.Job: Task Id : attempt_1471329660260_0066_r_000116_0, Status : FAILED
16/08/18 07:03:43 INFO mapreduce.Job: Task Id : attempt_1471329660260_0066_r_000119_0, Status : FAILED
16/08/18 07:03:43 INFO mapreduce.Job: Task Id : attempt_1471329660260_0066_r_000111_0, Status : FAILED
16/08/18 07:03:44 INFO mapreduce.Job: Task Id : attempt_1471329660260_0066_r_000113_0, Status : FAILED
16/08/18 07:04:38 INFO mapreduce.Job:  map 100% reduce 15%
16/08/18 07:04:41 INFO mapreduce.Job:  map 100% reduce 19%
16/08/18 07:04:42 INFO mapreduce.Job:  map 100% reduce 20%
16/08/18 07:04:54 INFO mapreduce.Job:  map 100% reduce 21%
16/08/18 07:05:03 INFO mapreduce.Job:  map 100% reduce 22%
16/08/18 07:05:14 INFO mapreduce.Job:  map 100% reduce 23%
16/08/18 07:05:26 INFO mapreduce.Job:  map 100% reduce 24%
16/08/18 07:05:36 INFO mapreduce.Job:  map 100% reduce 25%
16/08/18 07:05:49 INFO mapreduce.Job:  map 100% reduce 26%
16/08/18 07:06:03 INFO mapreduce.Job:  map 100% reduce 27%
16/08/18 07:06:17 INFO mapreduce.Job:  map 100% reduce 28%
16/08/18 07:06:27 INFO mapreduce.Job:  map 100% reduce 29%
16/08/18 07:06:38 INFO mapreduce.Job:  map 100% reduce 30%
16/08/18 07:06:50 INFO mapreduce.Job:  map 100% reduce 31%
16/08/18 07:07:06 INFO mapreduce.Job:  map 100% reduce 32%
16/08/18 07:07:25 INFO mapreduce.Job:  map 100% reduce 33%
16/08/18 07:07:40 INFO mapreduce.Job:  map 100% reduce 34%
16/08/18 07:07:47 INFO mapreduce.Job:  map 100% reduce 35%
