16/08/17 16:08:26 INFO terasort.TeraSort: starting
16/08/17 16:08:28 INFO input.FileInputFormat: Total input paths to process : 32
Spent 218ms computing base-splits.
Spent 4ms computing TeraScheduler splits.
Computing input splits took 223ms
Sampling 10 splits of 32
Making 256 from 100000 sampled records
Computing parititions took 1280ms
Spent 1506ms computing partitions.
16/08/17 16:08:29 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/17 16:08:30 INFO mapreduce.JobSubmitter: number of splits:32
16/08/17 16:08:31 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0046
16/08/17 16:08:31 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0046
16/08/17 16:08:31 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0046/
16/08/17 16:08:31 INFO mapreduce.Job: Running job: job_1471329660260_0046
16/08/17 16:08:40 INFO mapreduce.Job: Job job_1471329660260_0046 running in uber mode : false
16/08/17 16:08:40 INFO mapreduce.Job:  map 0% reduce 0%
16/08/17 16:08:54 INFO mapreduce.Job:  map 3% reduce 0%
16/08/17 16:08:55 INFO mapreduce.Job:  map 5% reduce 0%
16/08/17 16:08:58 INFO mapreduce.Job:  map 6% reduce 0%
16/08/17 16:09:00 INFO mapreduce.Job:  map 7% reduce 0%
16/08/17 16:09:01 INFO mapreduce.Job:  map 8% reduce 0%
16/08/17 16:09:03 INFO mapreduce.Job:  map 9% reduce 0%
16/08/17 16:09:06 INFO mapreduce.Job:  map 10% reduce 0%
16/08/17 16:09:07 INFO mapreduce.Job:  map 11% reduce 0%
16/08/17 16:09:09 INFO mapreduce.Job:  map 12% reduce 0%
16/08/17 16:09:10 INFO mapreduce.Job:  map 13% reduce 0%
16/08/17 16:09:13 INFO mapreduce.Job:  map 14% reduce 0%
16/08/17 16:09:14 INFO mapreduce.Job:  map 15% reduce 0%
16/08/17 16:09:16 INFO mapreduce.Job:  map 16% reduce 0%
16/08/17 16:09:17 INFO mapreduce.Job:  map 17% reduce 0%
16/08/17 16:09:19 INFO mapreduce.Job:  map 18% reduce 0%
16/08/17 16:09:20 INFO mapreduce.Job:  map 19% reduce 0%
16/08/17 16:09:22 INFO mapreduce.Job:  map 20% reduce 0%
16/08/17 16:09:23 INFO mapreduce.Job:  map 21% reduce 0%
16/08/17 16:09:25 INFO mapreduce.Job:  map 22% reduce 0%
16/08/17 16:09:26 INFO mapreduce.Job:  map 23% reduce 0%
16/08/17 16:09:28 INFO mapreduce.Job:  map 24% reduce 0%
16/08/17 16:09:29 INFO mapreduce.Job:  map 25% reduce 0%
16/08/17 16:09:31 INFO mapreduce.Job:  map 26% reduce 0%
16/08/17 16:09:32 INFO mapreduce.Job:  map 27% reduce 0%
16/08/17 16:09:35 INFO mapreduce.Job:  map 28% reduce 0%
16/08/17 16:09:37 INFO mapreduce.Job:  map 29% reduce 0%
16/08/17 16:09:38 INFO mapreduce.Job:  map 30% reduce 0%
16/08/17 16:09:40 INFO mapreduce.Job:  map 31% reduce 0%
16/08/17 16:09:41 INFO mapreduce.Job:  map 32% reduce 0%
16/08/17 16:09:43 INFO mapreduce.Job:  map 33% reduce 0%
16/08/17 16:09:44 INFO mapreduce.Job:  map 34% reduce 0%
16/08/17 16:09:46 INFO mapreduce.Job:  map 35% reduce 0%
16/08/17 16:09:47 INFO mapreduce.Job:  map 36% reduce 0%
16/08/17 16:09:49 INFO mapreduce.Job:  map 37% reduce 0%
16/08/17 16:09:50 INFO mapreduce.Job:  map 38% reduce 0%
16/08/17 16:09:52 INFO mapreduce.Job:  map 39% reduce 0%
16/08/17 16:09:53 INFO mapreduce.Job:  map 40% reduce 0%
16/08/17 16:09:56 INFO mapreduce.Job:  map 42% reduce 0%
16/08/17 16:09:59 INFO mapreduce.Job:  map 44% reduce 0%
16/08/17 16:10:02 INFO mapreduce.Job:  map 46% reduce 0%
16/08/17 16:10:05 INFO mapreduce.Job:  map 48% reduce 0%
16/08/17 16:10:08 INFO mapreduce.Job:  map 50% reduce 0%
16/08/17 16:10:11 INFO mapreduce.Job:  map 51% reduce 0%
16/08/17 16:10:13 INFO mapreduce.Job:  map 52% reduce 0%
16/08/17 16:10:14 INFO mapreduce.Job:  map 53% reduce 0%
16/08/17 16:10:16 INFO mapreduce.Job:  map 54% reduce 0%
16/08/17 16:10:17 INFO mapreduce.Job:  map 55% reduce 0%
16/08/17 16:10:19 INFO mapreduce.Job:  map 56% reduce 0%
16/08/17 16:10:20 INFO mapreduce.Job:  map 57% reduce 0%
16/08/17 16:10:22 INFO mapreduce.Job:  map 58% reduce 0%
16/08/17 16:10:23 INFO mapreduce.Job:  map 59% reduce 0%
16/08/17 16:10:25 INFO mapreduce.Job:  map 60% reduce 0%
16/08/17 16:10:26 INFO mapreduce.Job:  map 61% reduce 0%
16/08/17 16:10:28 INFO mapreduce.Job:  map 62% reduce 0%
16/08/17 16:10:29 INFO mapreduce.Job:  map 63% reduce 0%
16/08/17 16:10:31 INFO mapreduce.Job:  map 64% reduce 0%
16/08/17 16:10:34 INFO mapreduce.Job:  map 65% reduce 0%
16/08/17 16:10:35 INFO mapreduce.Job:  map 66% reduce 0%
16/08/17 16:10:38 INFO mapreduce.Job:  map 67% reduce 0%
16/08/17 16:10:41 INFO mapreduce.Job:  map 68% reduce 0%
16/08/17 16:10:44 INFO mapreduce.Job:  map 69% reduce 0%
16/08/17 16:10:47 INFO mapreduce.Job:  map 70% reduce 0%
16/08/17 16:10:50 INFO mapreduce.Job:  map 71% reduce 0%
16/08/17 16:10:52 INFO mapreduce.Job:  map 72% reduce 0%
16/08/17 16:10:55 INFO mapreduce.Job:  map 73% reduce 0%
16/08/17 16:10:58 INFO mapreduce.Job:  map 74% reduce 0%
16/08/17 16:11:01 INFO mapreduce.Job:  map 75% reduce 0%
16/08/17 16:11:04 INFO mapreduce.Job:  map 76% reduce 0%
16/08/17 16:11:07 INFO mapreduce.Job:  map 77% reduce 0%
16/08/17 16:11:10 INFO mapreduce.Job:  map 78% reduce 0%
16/08/17 16:11:13 INFO mapreduce.Job:  map 79% reduce 0%
16/08/17 16:11:16 INFO mapreduce.Job:  map 80% reduce 0%
16/08/17 16:11:19 INFO mapreduce.Job:  map 81% reduce 0%
16/08/17 16:11:22 INFO mapreduce.Job:  map 82% reduce 0%
16/08/17 16:11:25 INFO mapreduce.Job:  map 83% reduce 0%
16/08/17 16:11:28 INFO mapreduce.Job:  map 84% reduce 0%
16/08/17 16:11:31 INFO mapreduce.Job:  map 85% reduce 0%
16/08/17 16:11:34 INFO mapreduce.Job:  map 86% reduce 0%
16/08/17 16:11:38 INFO mapreduce.Job:  map 87% reduce 0%
16/08/17 16:11:41 INFO mapreduce.Job:  map 88% reduce 0%
16/08/17 16:11:44 INFO mapreduce.Job:  map 89% reduce 0%
16/08/17 16:11:47 INFO mapreduce.Job:  map 90% reduce 0%
16/08/17 16:11:50 INFO mapreduce.Job:  map 91% reduce 0%
16/08/17 16:11:53 INFO mapreduce.Job:  map 92% reduce 0%
16/08/17 16:11:56 INFO mapreduce.Job:  map 93% reduce 0%
16/08/17 16:11:59 INFO mapreduce.Job:  map 94% reduce 0%
16/08/17 16:12:02 INFO mapreduce.Job:  map 95% reduce 0%
16/08/17 16:12:05 INFO mapreduce.Job:  map 96% reduce 0%
16/08/17 16:12:08 INFO mapreduce.Job:  map 97% reduce 0%
16/08/17 16:12:12 INFO mapreduce.Job:  map 98% reduce 0%
16/08/17 16:12:18 INFO mapreduce.Job:  map 98% reduce 1%
16/08/17 16:12:22 INFO mapreduce.Job:  map 99% reduce 2%
16/08/17 16:12:32 INFO mapreduce.Job:  map 100% reduce 3%
16/08/17 16:12:39 INFO mapreduce.Job:  map 100% reduce 4%
16/08/17 16:12:49 INFO mapreduce.Job:  map 100% reduce 5%
16/08/17 16:13:00 INFO mapreduce.Job:  map 100% reduce 6%
16/08/17 16:13:06 INFO mapreduce.Job:  map 100% reduce 7%
16/08/17 16:13:17 INFO mapreduce.Job:  map 100% reduce 8%
16/08/17 16:13:26 INFO mapreduce.Job:  map 100% reduce 9%
16/08/17 16:13:35 INFO mapreduce.Job:  map 100% reduce 10%
16/08/17 16:13:47 INFO mapreduce.Job:  map 100% reduce 11%
16/08/17 16:13:57 INFO mapreduce.Job:  map 100% reduce 12%
16/08/17 16:14:08 INFO mapreduce.Job:  map 100% reduce 13%
16/08/17 16:14:27 INFO mapreduce.Job:  map 100% reduce 14%
