16/08/18 17:17:35 INFO terasort.TeraSort: starting
16/08/18 17:17:37 INFO input.FileInputFormat: Total input paths to process : 128
Spent 650ms computing base-splits.
Spent 32ms computing TeraScheduler splits.
Computing input splits took 683ms
Sampling 10 splits of 2048
Making 256 from 100000 sampled records
Computing parititions took 1257ms
Spent 1944ms computing partitions.
16/08/18 17:17:39 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 17:17:40 INFO mapreduce.JobSubmitter: number of splits:2048
16/08/18 17:17:40 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0077
16/08/18 17:17:41 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0077
16/08/18 17:17:41 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0077/
16/08/18 17:17:41 INFO mapreduce.Job: Running job: job_1471329660260_0077
16/08/18 17:17:51 INFO mapreduce.Job: Job job_1471329660260_0077 running in uber mode : false
16/08/18 17:17:51 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 17:18:09 INFO mapreduce.Job:  map 1% reduce 0%
16/08/18 17:18:10 INFO mapreduce.Job:  map 2% reduce 0%
16/08/18 17:18:11 INFO mapreduce.Job:  map 4% reduce 0%
16/08/18 17:18:13 INFO mapreduce.Job:  map 5% reduce 0%
16/08/18 17:18:15 INFO mapreduce.Job:  map 6% reduce 0%
16/08/18 17:18:17 INFO mapreduce.Job:  map 7% reduce 0%
16/08/18 17:18:19 INFO mapreduce.Job:  map 8% reduce 0%
16/08/18 17:18:21 INFO mapreduce.Job:  map 9% reduce 0%
16/08/18 17:18:23 INFO mapreduce.Job:  map 10% reduce 0%
16/08/18 17:18:26 INFO mapreduce.Job:  map 11% reduce 0%
16/08/18 17:18:28 INFO mapreduce.Job:  map 12% reduce 0%
16/08/18 17:18:38 INFO mapreduce.Job:  map 13% reduce 0%
16/08/18 17:18:40 INFO mapreduce.Job:  map 14% reduce 0%
16/08/18 17:18:43 INFO mapreduce.Job:  map 15% reduce 0%
16/08/18 17:18:45 INFO mapreduce.Job:  map 16% reduce 0%
16/08/18 17:18:48 INFO mapreduce.Job:  map 17% reduce 0%
16/08/18 17:18:49 INFO mapreduce.Job:  map 18% reduce 0%
16/08/18 17:18:53 INFO mapreduce.Job:  map 20% reduce 0%
16/08/18 17:18:57 INFO mapreduce.Job:  map 21% reduce 0%
16/08/18 17:19:00 INFO mapreduce.Job:  map 22% reduce 0%
16/08/18 17:19:05 INFO mapreduce.Job:  map 22% reduce 1%
16/08/18 17:19:09 INFO mapreduce.Job:  map 23% reduce 1%
16/08/18 17:19:13 INFO mapreduce.Job:  map 24% reduce 1%
16/08/18 17:19:18 INFO mapreduce.Job:  map 25% reduce 1%
16/08/18 17:19:20 INFO mapreduce.Job:  map 26% reduce 1%
16/08/18 17:19:24 INFO mapreduce.Job:  map 27% reduce 1%
16/08/18 17:19:28 INFO mapreduce.Job:  map 28% reduce 1%
16/08/18 17:19:30 INFO mapreduce.Job:  map 29% reduce 2%
16/08/18 17:19:34 INFO mapreduce.Job:  map 30% reduce 2%
16/08/18 17:19:38 INFO mapreduce.Job:  map 31% reduce 2%
16/08/18 17:19:40 INFO mapreduce.Job:  map 32% reduce 2%
16/08/18 17:19:43 INFO mapreduce.Job:  map 33% reduce 2%
16/08/18 17:19:46 INFO mapreduce.Job:  map 34% reduce 2%
16/08/18 17:19:49 INFO mapreduce.Job:  map 35% reduce 2%
16/08/18 17:19:52 INFO mapreduce.Job:  map 36% reduce 3%
16/08/18 17:19:58 INFO mapreduce.Job:  map 37% reduce 3%
16/08/18 17:20:02 INFO mapreduce.Job:  map 38% reduce 3%
16/08/18 17:20:05 INFO mapreduce.Job:  map 38% reduce 4%
16/08/18 17:20:06 INFO mapreduce.Job:  map 39% reduce 4%
16/08/18 17:20:09 INFO mapreduce.Job:  map 40% reduce 4%
16/08/18 17:20:12 INFO mapreduce.Job:  map 41% reduce 4%
16/08/18 17:20:14 INFO mapreduce.Job:  map 42% reduce 4%
16/08/18 17:20:18 INFO mapreduce.Job:  map 43% reduce 5%
16/08/18 17:20:21 INFO mapreduce.Job:  map 44% reduce 5%
16/08/18 17:20:25 INFO mapreduce.Job:  map 45% reduce 5%
16/08/18 17:20:31 INFO mapreduce.Job:  map 46% reduce 5%
16/08/18 17:20:34 INFO mapreduce.Job:  map 47% reduce 6%
16/08/18 17:20:37 INFO mapreduce.Job:  map 48% reduce 6%
16/08/18 17:20:42 INFO mapreduce.Job:  map 49% reduce 6%
16/08/18 17:20:47 INFO mapreduce.Job:  map 50% reduce 6%
16/08/18 17:20:52 INFO mapreduce.Job:  map 50% reduce 7%
