16/08/18 18:53:16 INFO terasort.TeraSort: starting
16/08/18 18:53:18 INFO input.FileInputFormat: Total input paths to process : 128
Spent 297ms computing base-splits.
Spent 6ms computing TeraScheduler splits.
Computing input splits took 305ms
Sampling 10 splits of 128
Making 256 from 100000 sampled records
Computing parititions took 2095ms
Spent 2403ms computing partitions.
16/08/18 18:53:20 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/18 18:53:22 INFO mapreduce.JobSubmitter: number of splits:128
16/08/18 18:53:22 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1471329660260_0081
16/08/18 18:53:22 INFO impl.YarnClientImpl: Submitted application application_1471329660260_0081
16/08/18 18:53:22 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1471329660260_0081/
16/08/18 18:53:22 INFO mapreduce.Job: Running job: job_1471329660260_0081
16/08/18 18:53:33 INFO mapreduce.Job: Job job_1471329660260_0081 running in uber mode : false
16/08/18 18:53:33 INFO mapreduce.Job:  map 0% reduce 0%
16/08/18 18:53:48 INFO mapreduce.Job:  map 1% reduce 0%
16/08/18 18:53:50 INFO mapreduce.Job:  map 2% reduce 0%
16/08/18 18:53:51 INFO mapreduce.Job:  map 3% reduce 0%
16/08/18 18:53:53 INFO mapreduce.Job:  map 4% reduce 0%
16/08/18 18:53:56 INFO mapreduce.Job:  map 5% reduce 0%
16/08/18 18:53:58 INFO mapreduce.Job:  map 6% reduce 0%
16/08/18 18:54:01 INFO mapreduce.Job:  map 7% reduce 0%
16/08/18 18:54:03 INFO mapreduce.Job:  map 8% reduce 0%
16/08/18 18:54:07 INFO mapreduce.Job:  map 9% reduce 0%
16/08/18 18:54:09 INFO mapreduce.Job:  map 10% reduce 0%
16/08/18 18:54:12 INFO mapreduce.Job:  map 11% reduce 0%
16/08/18 18:54:14 INFO mapreduce.Job:  map 12% reduce 0%
16/08/18 18:54:16 INFO mapreduce.Job:  map 13% reduce 0%
16/08/18 18:54:19 INFO mapreduce.Job:  map 14% reduce 0%
16/08/18 18:54:21 INFO mapreduce.Job:  map 15% reduce 0%
16/08/18 18:54:24 INFO mapreduce.Job:  map 16% reduce 0%
16/08/18 18:54:26 INFO mapreduce.Job:  map 17% reduce 0%
16/08/18 18:54:28 INFO mapreduce.Job:  map 18% reduce 0%
16/08/18 18:54:31 INFO mapreduce.Job:  map 19% reduce 0%
16/08/18 18:54:33 INFO mapreduce.Job:  map 20% reduce 0%
16/08/18 18:54:36 INFO mapreduce.Job:  map 21% reduce 0%
16/08/18 18:54:38 INFO mapreduce.Job:  map 22% reduce 0%
16/08/18 18:54:40 INFO mapreduce.Job:  map 23% reduce 0%
16/08/18 18:54:43 INFO mapreduce.Job:  map 24% reduce 0%
